clone,cnv,chr,start,end
L,2,22,43500001,4.4e+07
L,2,22,44000001,44500000
L,2,22,44500001,4.5e+07
L,2,22,45000001,45500000
L,2,22,45500001,4.6e+07
L,2,22,46000001,46500000
L,2,22,46500001,4.7e+07
L,2,22,47000001,47500000
L,2,22,47500001,4.8e+07
L,2,22,48000001,48500000
L,2,22,48500001,4.9e+07
L,2,22,49000001,49500000
L,2,22,49500001,5e+07
L,2,22,50500001,5.1e+07
L,4,2,100000001,100500000
L,4,2,10000001,10500000
L,4,2,101000001,101500000
L,4,2,101500001,1.02e+08
L,4,2,102000001,102500000
L,4,2,102500001,1.03e+08
L,4,2,103500001,1.04e+08
L,4,2,104000001,104500000
L,4,2,104500001,1.05e+08
L,4,2,105000001,105500000
L,4,2,10500001,1.1e+07
L,4,2,105500001,1.06e+08
L,4,2,106000001,106500000
L,4,2,107500001,1.08e+08
L,4,2,109500001,1.1e+08
L,4,2,111500001,1.12e+08
L,4,2,112000001,112500000
L,4,2,113500001,1.14e+08
L,4,2,114500001,1.15e+08
L,4,2,115000001,115500000
L,4,2,11500001,1.2e+07
L,4,2,115500001,1.16e+08
L,4,2,116000001,116500000
L,4,2,117000001,117500000
L,4,2,117500001,1.18e+08
L,4,2,119000001,119500000
L,4,2,120000001,120500000
L,4,2,12000001,12500000
L,4,2,120500001,1.21e+08
L,4,2,121000001,121500000
L,4,2,121500001,1.22e+08
L,4,2,122000001,122500000
L,4,2,123000001,123500000
L,4,2,123500001,1.24e+08
L,4,2,124000001,124500000
L,4,2,124500001,1.25e+08
L,4,2,12500001,1.3e+07
L,2,2,125500001,1.26e+08
L,2,2,126000001,126500000
L,2,2,127000001,127500000
L,2,2,127500001,1.28e+08
L,2,2,128000001,128500000
L,2,2,128500001,1.29e+08
L,2,2,129000001,129500000
L,4,2,13000001,13500000
L,2,2,133000001,133500000
L,2,2,133500001,1.34e+08
L,2,2,135000001,135500000
L,4,2,13500001,1.4e+07
L,2,2,135500001,1.36e+08
L,2,2,136000001,136500000
L,2,2,136500001,1.37e+08
L,2,2,137000001,137500000
L,2,2,137500001,1.38e+08
L,2,2,138500001,1.39e+08
L,2,2,139000001,139500000
L,2,2,139500001,1.4e+08
L,2,2,140000001,140500000
L,4,2,14000001,14500000
L,2,2,140500001,1.41e+08
L,2,2,141000001,141500000
L,2,2,141500001,1.42e+08
L,2,2,142000001,142500000
L,2,2,142500001,1.43e+08
L,2,2,143000001,143500000
L,2,2,143500001,1.44e+08
L,2,2,144000001,144500000
L,2,2,145000001,145500000
L,2,2,145500001,1.46e+08
L,2,2,146000001,146500000
L,2,2,146500001,1.47e+08
L,2,2,147000001,147500000
L,2,2,147500001,1.48e+08
L,2,2,148000001,148500000
L,2,2,149000001,149500000
L,2,2,150000001,150500000
L,4,2,15000001,15500000
L,3,2,1500001,2e+06
L,2,2,151000001,151500000
L,2,2,151500001,1.52e+08
L,2,2,152500001,1.53e+08
L,2,2,153000001,153500000
L,2,2,154500001,1.55e+08
L,2,2,155000001,155500000
L,4,2,15500001,1.6e+07
L,2,2,155500001,1.56e+08
L,2,2,156000001,156500000
L,2,2,156500001,1.57e+08
L,2,2,157000001,157500000
L,2,2,157500001,1.58e+08
L,2,2,158500001,1.59e+08
L,2,2,159500001,1.6e+08
L,2,2,160000001,160500000
L,2,2,160500001,1.61e+08
L,2,2,161000001,161500000
L,3,2,162000001,162500000
L,3,2,162500001,1.63e+08
L,3,2,163000001,163500000
L,3,2,163500001,1.64e+08
L,3,2,164000001,164500000
L,3,2,164500001,1.65e+08
L,3,2,165000001,165500000
L,3,2,165500001,1.66e+08
L,3,2,166000001,166500000
L,4,2,167000001,167500000
L,4,2,168000001,168500000
L,4,2,168500001,1.69e+08
L,4,2,169000001,169500000
L,4,2,169500001,1.7e+08
L,4,2,17000001,17500000
L,4,2,170500001,1.71e+08
L,4,2,171000001,171500000
L,4,2,171500001,1.72e+08
L,4,2,172000001,172500000
L,4,2,172500001,1.73e+08
L,4,2,173500001,1.74e+08
L,4,2,174000001,174500000
L,4,2,174500001,1.75e+08
L,4,2,17500001,1.8e+07
L,4,2,175500001,1.76e+08
L,4,2,177000001,177500000
L,5,2,177500001,1.78e+08
L,5,2,178000001,178500000
L,5,2,179000001,179500000
L,4,2,180000001,180500000
L,4,2,18000001,18500000
L,4,2,180500001,1.81e+08
L,4,2,181000001,181500000
L,4,2,182000001,182500000
L,4,2,182500001,1.83e+08
L,4,2,183500001,1.84e+08
L,4,2,184000001,184500000
L,4,2,184500001,1.85e+08
L,4,2,185000001,185500000
L,4,2,18500001,1.9e+07
L,4,2,185500001,1.86e+08
L,4,2,186000001,186500000
L,4,2,187000001,187500000
L,4,2,187500001,1.88e+08
L,4,2,188000001,188500000
L,4,2,188500001,1.89e+08
L,4,2,189000001,189500000
L,4,2,189500001,1.9e+08
L,4,2,190000001,190500000
L,4,2,190500001,1.91e+08
L,4,2,191000001,191500000
L,4,2,191500001,1.92e+08
L,3,2,192000001,192500000
L,3,2,192500001,1.93e+08
L,3,2,193500001,1.94e+08
L,3,2,194500001,1.95e+08
L,3,2,195000001,195500000
L,4,2,19500001,2e+07
L,3,2,196500001,1.97e+08
L,3,2,197000001,197500000
L,3,2,198000001,198500000
L,3,2,199000001,199500000
L,3,2,199500001,2e+08
L,3,2,200000001,200500000
L,4,2,20000001,20500000
L,3,2,2000001,2500000
L,3,2,200500001,2.01e+08
L,3,2,201000001,201500000
L,3,2,201500001,2.02e+08
L,3,2,202500001,2.03e+08
L,3,2,203000001,203500000
L,3,2,203500001,2.04e+08
L,3,2,204000001,204500000
L,3,2,204500001,2.05e+08
L,3,2,205000001,205500000
L,4,2,20500001,2.1e+07
L,3,2,206000001,206500000
L,3,2,206500001,2.07e+08
L,3,2,207000001,207500000
L,3,2,208000001,208500000
L,3,2,208500001,2.09e+08
L,3,2,209000001,209500000
L,3,2,210500001,2.11e+08
L,3,2,211000001,211500000
L,3,2,211500001,2.12e+08
L,3,2,212000001,212500000
L,3,2,212500001,2.13e+08
L,3,2,213000001,213500000
L,3,2,213500001,2.14e+08
L,3,2,214500001,2.15e+08
L,3,2,215000001,215500000
L,4,2,21500001,2.2e+07
L,3,2,215500001,2.16e+08
L,3,2,216000001,216500000
L,3,2,216500001,2.17e+08
L,5,2,217000001,217500000
L,5,2,217500001,2.18e+08
L,5,2,218000001,218500000
L,5,2,218500001,2.19e+08
L,5,2,219000001,219500000
L,5,2,219500001,2.2e+08
L,5,2,220000001,220500000
L,4,2,22000001,22500000
L,5,2,220500001,2.21e+08
L,5,2,221000001,221500000
L,5,2,221500001,2.22e+08
L,5,2,222000001,222500000
L,5,2,222500001,2.23e+08
L,5,2,223500001,2.24e+08
L,5,2,224000001,224500000
L,5,2,224500001,2.25e+08
L,5,2,225000001,225500000
L,4,2,22500001,2.3e+07
L,5,2,225500001,2.26e+08
L,3,2,226000001,226500000
L,3,2,226500001,2.27e+08
L,3,2,227000001,227500000
L,3,2,227500001,2.28e+08
L,3,2,228000001,228500000
L,3,2,228500001,2.29e+08
L,3,2,230000001,230500000
L,3,2,230500001,2.31e+08
L,3,2,231000001,231500000
L,3,2,231500001,2.32e+08
L,3,2,232000001,232500000
L,3,2,233500001,2.34e+08
L,3,2,234500001,2.35e+08
L,3,2,235000001,235500000
L,4,2,23500001,2.4e+07
L,3,2,236000001,236500000
L,4,2,236500001,2.37e+08
L,4,2,237500001,2.38e+08
L,3,2,238000001,238500000
L,2,2,238500001,2.39e+08
L,2,2,239000001,239500000
L,2,2,240000001,240500000
L,4,2,24000001,24500000
L,2,2,241000001,241500000
L,2,2,241500001,2.42e+08
L,2,2,242000001,242500000
L,4,2,24500001,2.5e+07
L,4,2,25000001,25500000
L,3,2,2500001,3e+06
L,4,2,25500001,2.6e+07
L,4,2,26000001,26500000
L,4,2,26500001,2.7e+07
L,4,2,27000001,27500000
L,4,2,27500001,2.8e+07
L,4,2,28000001,28500000
L,4,2,28500001,2.9e+07
L,4,2,29000001,29500000
L,4,2,29500001,3e+07
L,4,2,30000001,30500000
L,3,2,3000001,3500000
L,4,2,30500001,3.1e+07
L,4,2,31000001,31500000
L,4,2,31500001,3.2e+07
L,4,2,32000001,32500000
L,4,2,32500001,3.3e+07
L,4,2,33500001,3.4e+07
L,3,2,34000001,34500000
L,3,2,35000001,35500000
L,3,2,35500001,3.6e+07
L,3,2,36500001,3.7e+07
L,3,2,37000001,37500000
L,3,2,37500001,3.8e+07
L,3,2,38000001,38500000
L,3,2,38500001,3.9e+07
L,3,2,39000001,39500000
L,3,2,39500001,4e+07
L,3,2,40000001,40500000
L,3,2,4000001,4500000
L,3,2,40500001,4.1e+07
L,3,2,41000001,41500000
L,3,2,42000001,42500000
L,3,2,42500001,4.3e+07
L,3,2,43000001,43500000
L,3,2,44000001,44500000
L,3,2,44500001,4.5e+07
L,3,2,45500001,4.6e+07
L,3,2,46000001,46500000
L,3,2,46500001,4.7e+07
L,3,2,47000001,47500000
L,3,2,47500001,4.8e+07
L,3,2,48000001,48500000
L,3,2,48500001,4.9e+07
L,3,2,49000001,49500000
L,3,2,49500001,5e+07
L,3,2,50000001,50500000
L,3,2,500001,1e+06
L,3,2,50500001,5.1e+07
L,3,2,51000001,51500000
L,3,2,51500001,5.2e+07
L,3,2,52000001,52500000
L,3,2,52500001,5.3e+07
L,4,2,53000001,53500000
L,4,2,53500001,5.4e+07
L,4,2,54000001,54500000
L,4,2,54500001,5.5e+07
L,4,2,55000001,55500000
L,4,2,5500001,6e+06
L,4,2,55500001,5.6e+07
L,4,2,56000001,56500000
L,4,2,56500001,5.7e+07
L,4,2,57000001,57500000
L,4,2,58000001,58500000
L,4,2,58500001,5.9e+07
L,4,2,59000001,59500000
L,4,2,59500001,6e+07
L,4,2,6000001,6500000
L,4,2,60500001,6.1e+07
L,4,2,61000001,61500000
L,4,2,61500001,6.2e+07
L,4,2,62000001,62500000
L,4,2,62500001,6.3e+07
L,4,2,63000001,63500000
L,4,2,63500001,6.4e+07
L,4,2,64000001,64500000
L,4,2,64500001,6.5e+07
L,4,2,65000001,65500000
L,4,2,6500001,7e+06
L,4,2,65500001,6.6e+07
L,4,2,67000001,67500000
L,4,2,67500001,6.8e+07
L,4,2,68000001,68500000
L,4,2,68500001,6.9e+07
L,4,2,69000001,69500000
L,4,2,69500001,7e+07
L,4,2,70000001,70500000
L,4,2,7000001,7500000
L,4,2,70500001,7.1e+07
L,4,2,71000001,71500000
L,4,2,72500001,7.3e+07
L,4,2,73000001,73500000
L,4,2,74500001,7.5e+07
L,4,2,75000001,75500000
L,4,2,7500001,8e+06
L,4,2,75500001,7.6e+07
L,4,2,76000001,76500000
L,4,2,78000001,78500000
L,4,2,78500001,7.9e+07
L,4,2,79000001,79500000
L,4,2,79500001,8e+07
L,4,2,80000001,80500000
L,4,2,8000001,8500000
L,4,2,80500001,8.1e+07
L,4,2,81000001,81500000
L,4,2,81500001,8.2e+07
L,4,2,82000001,82500000
L,4,2,82500001,8.3e+07
L,4,2,83000001,83500000
L,4,2,83500001,8.4e+07
L,4,2,84000001,84500000
L,4,2,84500001,8.5e+07
L,4,2,85000001,85500000
L,4,2,8500001,9e+06
L,4,2,85500001,8.6e+07
L,4,2,86000001,86500000
L,4,2,88500001,8.9e+07
L,4,2,89000001,89500000
L,4,2,9000001,9500000
L,4,2,9500001,1e+07
L,4,2,95500001,9.6e+07
L,4,2,97000001,97500000
L,4,2,98500001,9.9e+07
L,4,2,99000001,99500000
L,4,2,99500001,1e+08
L,3,3,100000001,100500000
L,4,3,10000001,10500000
L,2,3,1000001,1500000
L,3,3,100500001,1.01e+08
L,3,3,101500001,1.02e+08
L,3,3,102000001,102500000
L,3,3,103500001,1.04e+08
L,3,3,104000001,104500000
L,3,3,104500001,1.05e+08
L,4,3,10500001,1.1e+07
L,3,3,105500001,1.06e+08
L,3,3,106000001,106500000
L,3,3,107000001,107500000
L,3,3,107500001,1.08e+08
L,3,3,109000001,109500000
L,3,3,109500001,1.1e+08
L,3,3,110000001,110500000
L,4,3,11000001,11500000
L,3,3,110500001,1.11e+08
L,3,3,111500001,1.12e+08
L,3,3,112000001,112500000
L,3,3,113000001,113500000
L,3,3,113500001,1.14e+08
L,3,3,114000001,114500000
L,3,3,114500001,1.15e+08
L,3,3,115000001,115500000
L,4,3,11500001,1.2e+07
L,3,3,115500001,1.16e+08
L,3,3,116500001,1.17e+08
L,3,3,117000001,117500000
L,3,3,117500001,1.18e+08
L,3,3,118000001,118500000
L,3,3,119000001,119500000
L,3,3,119500001,1.2e+08
L,4,3,12000001,12500000
L,3,3,121000001,121500000
L,3,3,122000001,122500000
L,3,3,122500001,1.23e+08
L,3,3,123000001,123500000
L,3,3,123500001,1.24e+08
L,3,3,124000001,124500000
L,3,3,124500001,1.25e+08
L,3,3,125000001,125500000
L,4,3,12500001,1.3e+07
L,3,3,125500001,1.26e+08
L,3,3,126500001,1.27e+08
L,3,3,127000001,127500000
L,3,3,127500001,1.28e+08
L,3,3,128000001,128500000
L,3,3,128500001,1.29e+08
L,3,3,129000001,129500000
L,4,3,13000001,13500000
L,3,3,130500001,1.31e+08
L,3,3,131500001,1.32e+08
L,3,3,133000001,133500000
L,3,3,133500001,1.34e+08
L,3,3,134000001,134500000
L,4,3,13500001,1.4e+07
L,3,3,135500001,1.36e+08
L,3,3,137500001,1.38e+08
L,3,3,138000001,138500000
L,3,3,138500001,1.39e+08
L,3,3,139000001,139500000
L,3,3,139500001,1.4e+08
L,3,3,140000001,140500000
L,4,3,14000001,14500000
L,3,3,140500001,1.41e+08
L,3,3,141000001,141500000
L,3,3,141500001,1.42e+08
L,3,3,142000001,142500000
L,3,3,142500001,1.43e+08
L,3,3,143000001,143500000
L,3,3,143500001,1.44e+08
L,3,3,144000001,144500000
L,3,3,144500001,1.45e+08
L,3,3,145000001,145500000
L,4,3,14500001,1.5e+07
L,3,3,146000001,146500000
L,3,3,146500001,1.47e+08
L,3,3,147000001,147500000
L,3,3,147500001,1.48e+08
L,3,3,148500001,1.49e+08
L,3,3,149000001,149500000
L,3,3,149500001,1.5e+08
L,3,3,150000001,150500000
L,4,3,15000001,15500000
L,2,3,1500001,2e+06
L,3,3,150500001,1.51e+08
L,3,3,151000001,151500000
L,3,3,151500001,1.52e+08
L,3,3,152000001,152500000
L,3,3,152500001,1.53e+08
L,3,3,153000001,153500000
L,3,3,153500001,1.54e+08
L,3,3,154000001,154500000
L,4,3,15500001,1.6e+07
L,3,3,155500001,1.56e+08
L,3,3,156000001,156500000
L,3,3,156500001,1.57e+08
L,3,3,157000001,157500000
L,3,3,159000001,159500000
L,3,3,159500001,1.6e+08
L,3,3,160000001,160500000
L,4,3,16000001,16500000
L,3,3,160500001,1.61e+08
L,3,3,161000001,161500000
L,3,3,161500001,1.62e+08
L,3,3,163000001,163500000
L,3,3,163500001,1.64e+08
L,3,3,164500001,1.65e+08
L,3,3,165000001,165500000
L,4,3,16500001,1.7e+07
L,3,3,166000001,166500000
L,3,3,166500001,1.67e+08
L,3,3,167000001,167500000
L,3,3,167500001,1.68e+08
L,3,3,168500001,1.69e+08
L,3,3,169500001,1.7e+08
L,3,3,170000001,170500000
L,4,3,17000001,17500000
L,3,3,170500001,1.71e+08
L,3,3,171000001,171500000
L,3,3,171500001,1.72e+08
L,3,3,172000001,172500000
L,3,3,172500001,1.73e+08
L,3,3,173000001,173500000
L,3,3,173500001,1.74e+08
L,3,3,174000001,174500000
L,3,3,174500001,1.75e+08
L,3,3,175000001,175500000
L,4,3,17500001,1.8e+07
L,3,3,175500001,1.76e+08
L,3,3,176000001,176500000
L,3,3,176500001,1.77e+08
L,3,3,177500001,1.78e+08
L,3,3,178000001,178500000
L,3,3,179000001,179500000
L,3,3,179500001,1.8e+08
L,3,3,180000001,180500000
L,4,3,18000001,18500000
L,3,3,180500001,1.81e+08
L,3,3,181000001,181500000
L,3,3,181500001,1.82e+08
L,3,3,182000001,182500000
L,3,3,182500001,1.83e+08
L,3,3,183000001,183500000
L,3,3,183500001,1.84e+08
L,3,3,184000001,184500000
L,3,3,184500001,1.85e+08
L,3,3,185500001,1.86e+08
L,3,3,186000001,186500000
L,3,3,186500001,1.87e+08
L,3,3,187500001,1.88e+08
L,3,3,188000001,188500000
L,3,3,188500001,1.89e+08
L,3,3,189000001,189500000
L,3,3,189500001,1.9e+08
L,3,3,190000001,190500000
L,3,3,190500001,1.91e+08
L,3,3,191000001,191500000
L,3,3,191500001,1.92e+08
L,3,3,192000001,192500000
L,3,3,192500001,1.93e+08
L,3,3,193000001,193500000
L,3,3,193500001,1.94e+08
L,3,3,196000001,196500000
L,3,3,196500001,1.97e+08
L,4,3,20000001,20500000
L,2,3,2000001,2500000
L,4,3,20500001,2.1e+07
L,4,3,21000001,21500000
L,4,3,21500001,2.2e+07
L,4,3,23000001,23500000
L,4,3,23500001,2.4e+07
L,4,3,24500001,2.5e+07
L,4,3,25000001,25500000
L,2,3,2500001,3e+06
L,4,3,25500001,2.6e+07
L,4,3,27000001,27500000
L,4,3,27500001,2.8e+07
L,4,3,28000001,28500000
L,4,3,28500001,2.9e+07
L,4,3,29000001,29500000
L,4,3,29500001,3e+07
L,4,3,30000001,30500000
L,2,3,3000001,3500000
L,4,3,30500001,3.1e+07
L,4,3,31000001,31500000
L,4,3,31500001,3.2e+07
L,4,3,32000001,32500000
L,4,3,32500001,3.3e+07
L,4,3,33000001,33500000
L,4,3,33500001,3.4e+07
L,4,3,34000001,34500000
L,4,3,34500001,3.5e+07
L,4,3,35000001,35500000
L,4,3,35500001,3.6e+07
L,4,3,36000001,36500000
L,4,3,36500001,3.7e+07
L,4,3,37000001,37500000
L,4,3,37500001,3.8e+07
L,4,3,38000001,38500000
L,4,3,38500001,3.9e+07
L,4,3,39000001,39500000
L,4,3,39500001,4e+07
L,4,3,40500001,4.1e+07
L,4,3,41000001,41500000
L,4,3,42000001,42500000
L,4,3,42500001,4.3e+07
L,4,3,43000001,43500000
L,4,3,44000001,44500000
L,4,3,44500001,4.5e+07
L,2,3,45000001,45500000
L,2,3,4500001,5e+06
L,2,3,45500001,4.6e+07
L,2,3,46000001,46500000
L,2,3,47000001,47500000
L,2,3,47500001,4.8e+07
L,2,3,48000001,48500000
L,2,3,48500001,4.9e+07
L,2,3,49000001,49500000
L,2,3,49500001,5e+07
L,2,3,50000001,50500000
L,2,3,5000001,5500000
L,2,3,50500001,5.1e+07
L,2,3,51500001,5.2e+07
L,2,3,52000001,52500000
L,2,3,52500001,5.3e+07
L,2,3,53000001,53500000
L,2,3,53500001,5.4e+07
L,2,3,54500001,5.5e+07
L,2,3,5500001,6e+06
L,2,3,55500001,5.6e+07
L,2,3,56000001,56500000
L,2,3,56500001,5.7e+07
L,2,3,57000001,57500000
L,2,3,57500001,5.8e+07
L,2,3,58000001,58500000
L,2,3,59000001,59500000
L,2,3,59500001,6e+07
L,2,3,60000001,60500000
L,2,3,6000001,6500000
L,2,3,60500001,6.1e+07
L,2,3,61000001,61500000
L,2,3,61500001,6.2e+07
L,2,3,62000001,62500000
L,2,3,62500001,6.3e+07
L,2,3,64000001,64500000
L,2,3,64500001,6.5e+07
L,2,3,65000001,65500000
L,2,3,65500001,6.6e+07
L,2,3,66500001,6.7e+07
L,2,3,67000001,67500000
L,2,3,67500001,6.8e+07
L,2,3,68000001,68500000
L,2,3,68500001,6.9e+07
L,2,3,69000001,69500000
L,2,3,69500001,7e+07
L,2,3,70000001,70500000
L,2,3,7000001,7500000
L,2,3,70500001,7.1e+07
L,2,3,71000001,71500000
L,2,3,71500001,7.2e+07
L,2,3,72000001,72500000
L,2,3,72500001,7.3e+07
L,2,3,73000001,73500000
L,2,3,73500001,7.4e+07
L,2,3,74000001,74500000
L,2,3,74500001,7.5e+07
L,2,3,7500001,8e+06
L,2,3,75500001,7.6e+07
L,2,3,76000001,76500000
L,2,3,76500001,7.7e+07
L,2,3,77000001,77500000
L,2,3,78000001,78500000
L,2,3,78500001,7.9e+07
L,2,3,79000001,79500000
L,2,3,79500001,8e+07
L,2,3,80000001,80500000
L,4,3,8000001,8500000
L,2,3,81500001,8.2e+07
L,2,3,82500001,8.3e+07
L,2,3,83000001,83500000
L,2,3,83500001,8.4e+07
L,2,3,84000001,84500000
L,2,3,84500001,8.5e+07
L,2,3,85000001,85500000
L,2,3,85500001,8.6e+07
L,2,3,86000001,86500000
L,2,3,86500001,8.7e+07
L,2,3,87000001,87500000
L,2,3,87500001,8.8e+07
L,2,3,88000001,88500000
L,2,3,89000001,89500000
L,4,3,9000001,9500000
L,3,3,94000001,94500000
L,3,3,94500001,9.5e+07
L,3,3,95000001,95500000
L,4,3,9500001,1e+07
L,3,3,95500001,9.6e+07
L,3,3,96000001,96500000
L,3,3,96500001,9.7e+07
L,3,3,97000001,97500000
L,3,3,97500001,9.8e+07
L,3,3,98000001,98500000
L,3,3,98500001,9.9e+07
L,3,3,99000001,99500000
L,3,3,99500001,1e+08
L,2,4,100000001,100500000
L,2,4,10000001,10500000
L,2,4,101000001,101500000
L,2,4,101500001,1.02e+08
L,2,4,102000001,102500000
L,2,4,102500001,1.03e+08
L,2,4,104000001,104500000
L,2,4,105000001,105500000
L,2,4,10500001,1.1e+07
L,2,4,106000001,106500000
L,2,4,106500001,1.07e+08
L,2,4,108500001,1.09e+08
L,2,4,109000001,109500000
L,2,4,109500001,1.1e+08
L,2,4,110000001,110500000
L,2,4,110500001,1.11e+08
L,2,4,111000001,111500000
L,2,4,113500001,1.14e+08
L,2,4,114000001,114500000
L,2,4,114500001,1.15e+08
L,2,4,115000001,115500000
L,2,4,11500001,1.2e+07
L,2,4,115500001,1.16e+08
L,2,4,116000001,116500000
L,2,4,116500001,1.17e+08
L,2,4,117000001,117500000
L,2,4,117500001,1.18e+08
L,2,4,118000001,118500000
L,2,4,118500001,1.19e+08
L,2,4,12000001,12500000
L,2,4,121000001,121500000
L,2,4,121500001,1.22e+08
L,2,4,122000001,122500000
L,2,4,122500001,1.23e+08
L,2,4,124000001,124500000
L,2,4,124500001,1.25e+08
L,2,4,12500001,1.3e+07
L,2,4,125500001,1.26e+08
L,2,4,126000001,126500000
L,2,4,126500001,1.27e+08
L,2,4,127000001,127500000
L,2,4,128000001,128500000
L,2,4,129000001,129500000
L,2,4,129500001,1.3e+08
L,2,4,130000001,130500000
L,2,4,13000001,13500000
L,2,4,131000001,131500000
L,2,4,131500001,1.32e+08
L,2,4,132000001,132500000
L,2,4,133000001,133500000
L,2,4,134000001,134500000
L,2,4,134500001,1.35e+08
L,2,4,135000001,135500000
L,2,4,13500001,1.4e+07
L,2,4,135500001,1.36e+08
L,2,4,136500001,1.37e+08
L,2,4,137500001,1.38e+08
L,2,4,138000001,138500000
L,2,4,138500001,1.39e+08
L,2,4,139000001,139500000
L,2,4,139500001,1.4e+08
L,2,4,140000001,140500000
L,2,4,140500001,1.41e+08
L,2,4,141500001,1.42e+08
L,2,4,142000001,142500000
L,2,4,142500001,1.43e+08
L,2,4,143000001,143500000
L,2,4,143500001,1.44e+08
L,2,4,145500001,1.46e+08
L,2,4,146000001,146500000
L,2,4,146500001,1.47e+08
L,2,4,147000001,147500000
L,2,4,148000001,148500000
L,2,4,148500001,1.49e+08
L,2,4,149000001,149500000
L,2,4,149500001,1.5e+08
L,2,4,150000001,150500000
L,2,4,1500001,2e+06
L,2,4,151000001,151500000
L,2,4,151500001,1.52e+08
L,2,4,152000001,152500000
L,2,4,152500001,1.53e+08
L,2,4,153000001,153500000
L,2,4,153500001,1.54e+08
L,2,4,154000001,154500000
L,2,4,154500001,1.55e+08
L,2,4,155000001,155500000
L,2,4,155500001,1.56e+08
L,2,4,156000001,156500000
L,2,4,156500001,1.57e+08
L,2,4,157000001,157500000
L,2,4,157500001,1.58e+08
L,2,4,158000001,158500000
L,2,4,158500001,1.59e+08
L,2,4,159500001,1.6e+08
L,2,4,160000001,160500000
L,2,4,16000001,16500000
L,2,4,160500001,1.61e+08
L,2,4,161500001,1.62e+08
L,2,4,162000001,162500000
L,2,4,162500001,1.63e+08
L,2,4,163000001,163500000
L,2,4,163500001,1.64e+08
L,2,4,164000001,164500000
L,2,4,164500001,1.65e+08
L,2,4,165500001,1.66e+08
L,2,4,166000001,166500000
L,2,4,166500001,1.67e+08
L,2,4,168000001,168500000
L,2,4,168500001,1.69e+08
L,2,4,169000001,169500000
L,2,4,169500001,1.7e+08
L,2,4,17000001,17500000
L,2,4,170500001,1.71e+08
L,2,4,171500001,1.72e+08
L,2,4,172000001,172500000
L,2,4,172500001,1.73e+08
L,2,4,173000001,173500000
L,2,4,173500001,1.74e+08
L,2,4,174000001,174500000
L,2,4,174500001,1.75e+08
L,2,4,175000001,175500000
L,2,4,17500001,1.8e+07
L,2,4,176000001,176500000
L,2,4,176500001,1.77e+08
L,2,4,177000001,177500000
L,2,4,177500001,1.78e+08
L,2,4,178000001,178500000
L,2,4,178500001,1.79e+08
L,2,4,179000001,179500000
L,2,4,179500001,1.8e+08
L,2,4,180000001,180500000
L,2,4,18000001,18500000
L,2,4,180500001,1.81e+08
L,2,4,181000001,181500000
L,2,4,181500001,1.82e+08
L,2,4,182500001,1.83e+08
L,2,4,183000001,183500000
L,2,4,183500001,1.84e+08
L,2,4,184000001,184500000
L,2,4,184500001,1.85e+08
L,2,4,185000001,185500000
L,2,4,18500001,1.9e+07
L,2,4,185500001,1.86e+08
L,2,4,186000001,186500000
L,2,4,186500001,1.87e+08
L,2,4,187000001,187500000
L,2,4,188000001,188500000
L,2,4,188500001,1.89e+08
L,2,4,189500001,1.9e+08
L,2,4,19500001,2e+07
L,2,4,20000001,20500000
L,2,4,2000001,2500000
L,2,4,20500001,2.1e+07
L,2,4,21500001,2.2e+07
L,2,4,22000001,22500000
L,2,4,22500001,2.3e+07
L,2,4,23000001,23500000
L,2,4,24000001,24500000
L,2,4,24500001,2.5e+07
L,2,4,25000001,25500000
L,2,4,2500001,3e+06
L,2,4,25500001,2.6e+07
L,2,4,26000001,26500000
L,2,4,27500001,2.8e+07
L,2,4,28000001,28500000
L,2,4,28500001,2.9e+07
L,2,4,29000001,29500000
L,2,4,29500001,3e+07
L,2,4,30000001,30500000
L,2,4,3000001,3500000
L,2,4,30500001,3.1e+07
L,2,4,31000001,31500000
L,2,4,32000001,32500000
L,2,4,33000001,33500000
L,2,4,33500001,3.4e+07
L,2,4,34000001,34500000
L,2,4,34500001,3.5e+07
L,2,4,35000001,35500000
L,2,4,3500001,4e+06
L,2,4,35500001,3.6e+07
L,2,4,36000001,36500000
L,2,4,36500001,3.7e+07
L,2,4,37000001,37500000
L,2,4,37500001,3.8e+07
L,2,4,38000001,38500000
L,2,4,38500001,3.9e+07
L,2,4,39000001,39500000
L,2,4,39500001,4e+07
L,2,4,40000001,40500000
L,2,4,4000001,4500000
L,2,4,40500001,4.1e+07
L,2,4,41000001,41500000
L,2,4,41500001,4.2e+07
L,2,4,42000001,42500000
L,2,4,42500001,4.3e+07
L,2,4,43000001,43500000
L,2,4,43500001,4.4e+07
L,2,4,44000001,44500000
L,2,4,44500001,4.5e+07
L,2,4,45000001,45500000
L,2,4,4500001,5e+06
L,2,4,45500001,4.6e+07
L,2,4,46000001,46500000
L,2,4,46500001,4.7e+07
L,2,4,47000001,47500000
L,2,4,47500001,4.8e+07
L,2,4,48500001,4.9e+07
L,2,4,500001,1e+06
L,2,4,55000001,55500000
L,2,4,5500001,6e+06
L,2,4,55500001,5.6e+07
L,2,4,56000001,56500000
L,2,4,56500001,5.7e+07
L,2,4,57000001,57500000
L,2,4,57500001,5.8e+07
L,2,4,59000001,59500000
L,2,4,60000001,60500000
L,2,4,6000001,6500000
L,2,4,60500001,6.1e+07
L,2,4,61000001,61500000
L,2,4,61500001,6.2e+07
L,2,4,62000001,62500000
