SA535X4XB05985-A98262A-R04-C17,SA535X4XB05985-A98262A-R06-C09,SA535X4XB05985-A98262A-R07-C30,SA535X4XB05985-A98262A-R08-C07,SA535X4XB05985-A98262A-R09-C15,SA535X4XB05985-A98262A-R09-C25,SA535X4XB05985-A98262A-R09-C29,SA535X4XB05985-A98262A-R10-C24,SA535X4XB05985-A98262A-R11-C13,SA535X4XB05985-A98262A-R12-C44,SA535X4XB05985-A98262A-R13-C12,SA535X4XB05985-A98262A-R13-C15,SA535X4XB05985-A98262A-R14-C16,SA535X4XB05985-A98262A-R14-C21,SA535X4XB05985-A98262A-R16-C30
10_112500001_113000000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_113000001_113500000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_114000001_114500000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_114500001_115000000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_115000001_115500000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_115500001_116000000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_116000001_116500000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_116500001_117000000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_117500001_118000000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_118000001_118500000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_118500001_119000000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_119000001_119500000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_119500001_120000000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_120000001_120500000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_120500001_121000000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_121000001_121500000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_121500001_122000000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_122000001_122500000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_123000001_123500000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_123500001_124000000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_124500001_125000000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_125000001_125500000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_126000001_126500000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_126500001_127000000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_127000001_127500000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_127500001_128000000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_128000001_128500000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_129000001_129500000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_129500001_130000000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_130000001_130500000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_130500001_131000000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_131000001_131500000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_131500001_132000000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_132000001_132500000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_132500001_133000000,6,4,4,4,3,4,4,4,4,4,4,4,3,3,4
10_134000001_134500000,6,5,4,4,3,4,4,4,4,4,4,4,3,3,4
10_134500001_135000000,6,5,4,4,3,4,4,4,4,4,4,4,3,3,4
11_500001_1000000,10,8,5,9,6,6,6,6,10,7,8,8,7,2,8
11_1500001_2000000,10,8,5,9,6,6,6,6,10,7,8,8,7,2,8
11_2000001_2500000,10,8,5,9,6,6,6,6,10,7,8,8,7,2,8
11_2500001_3000000,10,8,5,9,6,6,6,6,10,7,8,8,7,2,8
11_3500001_4000000,7,6,5,7,6,6,6,6,7,7,7,8,7,2,8
11_4500001_5000000,4,3,3,4,3,3,3,4,4,4,4,3,4,1,4
11_5500001_6000000,4,3,3,4,3,3,3,4,4,4,4,3,4,1,4
11_6500001_7000000,4,3,3,4,3,3,3,4,4,4,4,3,4,1,4
11_8000001_8500000,4,3,3,4,3,3,3,4,4,4,4,3,4,1,4
11_8500001_9000000,4,3,3,4,3,3,3,4,4,4,4,3,4,1,4
11_9000001_9500000,4,3,3,4,3,3,3,4,4,4,4,3,4,1,4
11_9500001_10000000,4,3,3,4,3,3,3,4,4,4,4,3,4,1,4
11_10000001_10500000,4,3,3,4,3,3,3,4,4,4,4,3,4,1,4
11_10500001_11000000,4,3,3,4,3,3,3,4,4,4,4,3,4,1,4
11_11000001_11500000,4,3,3,4,3,3,3,4,4,4,4,3,4,1,4
11_11500001_12000000,4,3,3,4,3,3,3,4,4,6,4,3,4,1,4
11_12000001_12500000,4,3,3,4,3,3,3,4,4,6,4,3,4,1,4
11_12500001_13000000,4,3,3,4,3,3,3,4,4,6,4,3,4,1,4
11_13000001_13500000,6,4,5,6,5,5,3,6,6,6,6,5,6,2,6
11_14000001_14500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_15000001_15500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_15500001_16000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_16000001_16500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_16500001_17000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_17000001_17500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_17500001_18000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_18000001_18500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_18500001_19000000,6,4,5,6,8,5,5,6,6,6,6,5,6,2,6
11_19000001_19500000,6,4,5,6,8,5,5,6,6,6,6,5,6,2,6
11_19500001_20000000,6,4,5,6,8,5,5,6,6,6,6,5,6,2,6
11_20000001_20500000,6,4,5,6,8,5,5,6,6,6,6,5,6,2,6
11_20500001_21000000,6,4,5,6,8,5,5,6,6,6,6,5,6,2,6
11_21000001_21500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_21500001_22000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_23500001_24000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_24500001_25000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_25000001_25500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_25500001_26000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_26000001_26500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_26500001_27000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_27000001_27500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_27500001_28000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_28500001_29000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_29000001_29500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_29500001_30000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_30000001_30500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_30500001_31000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_31500001_32000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_32000001_32500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_32500001_33000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_33000001_33500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_33500001_34000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_34000001_34500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_34500001_35000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_35000001_35500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_35500001_36000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_36000001_36500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_37000001_37500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_37500001_38000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_38000001_38500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_38500001_39000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_39000001_39500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_40000001_40500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_40500001_41000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_41000001_41500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_41500001_42000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_42000001_42500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_42500001_43000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_43000001_43500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_43500001_44000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_44000001_44500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_44500001_45000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_45000001_45500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_45500001_46000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_46000001_46500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_46500001_47000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_47000001_47500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_47500001_48000000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_48000001_48500000,6,4,5,6,5,5,5,6,6,6,6,5,6,2,6
11_49000001_49500000,6,4,5,6,5,5,5,5,6,6,6,5,6,2,6
11_50000001_50500000,6,4,5,6,5,5,5,5,6,6,6,6,6,2,6
11_55500001_56000000,6,5,5,6,5,5,6,5,6,6,6,6,6,2,6
11_56500001_57000000,6,5,5,6,6,5,6,5,6,6,6,6,6,2,6
11_57000001_57500000,6,5,5,6,6,5,6,5,6,6,6,6,6,2,6
11_58000001_58500000,6,5,5,6,6,5,6,5,6,6,6,6,6,2,6
11_58500001_59000000,6,5,5,6,6,5,6,5,6,6,6,6,6,2,6
11_59000001_59500000,6,5,5,6,6,5,6,5,6,6,6,6,6,2,6
11_59500001_60000000,6,5,5,6,6,5,6,5,6,6,6,6,6,2,6
11_61500001_62000000,6,5,5,6,5,6,5,5,6,6,6,6,5,2,6
11_62000001_62500000,6,5,5,6,5,6,5,5,6,6,6,6,5,2,6
11_62500001_63000000,6,5,5,6,5,6,5,5,6,6,6,6,5,2,6
11_63500001_64000000,6,5,4,6,5,6,5,5,6,6,6,6,5,2,6
11_64000001_64500000,6,5,4,6,5,6,5,5,6,6,6,6,5,2,6
11_64500001_65000000,6,5,4,6,5,6,5,5,6,6,6,6,5,2,6
11_65000001_65500000,6,5,4,6,5,6,5,5,6,6,6,6,5,2,6
11_65500001_66000000,6,5,4,6,5,6,5,5,6,6,6,6,5,2,6
11_66000001_66500000,6,5,4,6,5,6,5,5,6,6,6,6,5,2,6
11_66500001_67000000,5,5,4,6,5,6,5,5,6,6,6,6,5,2,6
11_67000001_67500000,5,5,4,6,5,6,5,5,6,6,6,6,5,2,6
11_68000001_68500000,5,5,4,6,5,6,5,5,6,6,6,6,5,2,6
11_68500001_69000000,5,5,4,6,5,6,5,5,6,6,6,6,5,2,6
11_70000001_70500000,5,5,5,6,5,6,5,5,6,6,6,6,6,2,6
11_70500001_71000000,5,5,5,6,5,6,5,5,6,6,6,6,6,2,6
11_71000001_71500000,6,5,5,6,5,6,5,5,6,6,6,6,6,2,6
11_71500001_72000000,6,5,5,6,6,6,6,5,6,6,6,6,6,2,6
11_72000001_72500000,6,5,5,6,6,6,6,5,6,6,6,6,6,2,6
11_72500001_73000000,6,5,5,6,6,6,6,5,6,6,6,6,6,2,6
11_73000001_73500000,6,5,5,6,6,6,6,5,6,6,6,6,6,2,6
11_73500001_74000000,6,5,5,6,6,6,6,5,6,6,6,6,6,2,6
11_74500001_75000000,6,5,5,6,6,6,6,5,6,6,6,6,6,2,6
11_75000001_75500000,6,5,5,6,6,6,6,5,6,6,6,6,6,2,6
11_75500001_76000000,6,5,5,6,6,6,6,5,6,6,6,6,6,2,6
11_76000001_76500000,6,5,5,6,6,6,6,5,6,6,6,6,6,2,6
11_76500001_77000000,6,5,5,6,6,5,6,5,6,6,6,6,6,2,6
11_77000001_77500000,6,5,5,6,6,5,6,5,6,6,6,6,6,2,6
11_77500001_78000000,6,5,5,6,6,4,6,5,6,6,6,6,6,2,6
11_78500001_79000000,6,5,5,6,6,4,6,5,6,6,6,6,6,2,6
11_79000001_79500000,7,5,5,7,6,4,6,5,6,6,6,7,6,2,6
11_79500001_80000000,7,5,5,7,6,4,6,5,6,6,6,7,6,2,6
11_80000001_80500000,7,5,5,7,6,4,6,5,6,6,6,7,6,2,6
11_80500001_81000000,7,5,5,7,6,4,6,5,6,6,6,7,6,2,6
11_81000001_81500000,7,5,5,7,6,4,6,5,6,6,6,7,6,2,6
11_82000001_82500000,7,5,5,7,6,4,6,5,6,6,6,7,6,2,6
11_82500001_83000000,7,5,5,7,6,4,6,5,6,6,6,7,6,2,6
11_83000001_83500000,7,5,5,7,6,4,6,5,6,6,6,7,6,2,6
11_83500001_84000000,7,5,5,7,6,4,6,5,6,6,6,7,6,2,6
11_84000001_84500000,7,5,5,7,6,4,6,5,6,6,6,7,6,2,6
11_84500001_85000000,7,5,5,7,6,4,6,5,6,6,6,7,6,2,6
11_85500001_86000000,6,5,5,7,6,4,6,5,6,6,6,7,6,2,6
11_86000001_86500000,6,5,5,7,6,4,6,5,6,6,6,7,6,2,6
11_88000001_88500000,6,5,5,7,6,4,6,5,6,6,6,7,6,2,6
11_88500001_89000000,6,5,5,6,6,4,6,5,6,6,6,7,6,2,6
11_91000001_91500000,6,5,5,6,6,4,6,5,6,6,6,7,6,2,6
11_91500001_92000000,6,5,5,6,6,4,6,5,6,6,6,7,6,2,6
11_92000001_92500000,6,5,5,6,6,4,6,5,6,6,6,7,6,2,6
11_94000001_94500000,6,5,5,6,6,4,6,5,6,6,6,7,6,2,6
11_94500001_95000000,6,5,5,6,6,4,6,5,6,6,6,7,6,2,6
11_95500001_96000000,6,5,5,6,6,4,6,5,6,6,6,7,6,2,6
11_97000001_97500000,6,5,5,6,6,4,6,5,6,6,6,7,6,2,6
11_97500001_98000000,6,5,5,6,6,6,6,5,6,6,6,7,6,2,6
11_98000001_98500000,6,5,5,6,6,6,6,5,6,6,6,7,6,2,6
11_98500001_99000000,6,5,5,6,6,6,6,5,6,6,6,7,6,2,6
11_99000001_99500000,6,5,5,6,6,6,6,5,6,6,6,7,6,2,6
11_99500001_100000000,6,5,5,6,6,6,6,5,6,6,6,7,6,2,6
11_100500001_101000000,6,5,5,6,6,6,6,5,6,6,6,7,6,2,6
11_101000001_101500000,6,5,5,6,6,6,6,5,6,6,6,7,6,2,6
11_102000001_102500000,6,5,5,6,6,6,6,5,6,6,6,7,6,2,6
11_102500001_103000000,4,5,5,6,6,6,6,5,6,6,6,5,6,2,6
11_103000001_103500000,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2
11_103500001_104000000,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2
11_104000001_104500000,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2
11_104500001_105000000,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2
11_105000001_105500000,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2
11_105500001_106000000,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2
11_106000001_106500000,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2
11_106500001_107000000,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2
11_107500001_108000000,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2
11_108500001_109000000,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2
11_109500001_110000000,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2
11_110500001_111000000,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2
11_111000001_111500000,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2
11_111500001_112000000,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2
11_112000001_112500000,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2
11_112500001_113000000,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2
11_113000001_113500000,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2
11_113500001_114000000,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2
11_114000001_114500000,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2
11_114500001_115000000,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2
11_115000001_115500000,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2
11_115500001_116000000,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2
11_116000001_116500000,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2
11_116500001_117000000,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2
11_117000001_117500000,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2
11_117500001_118000000,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2
11_118000001_118500000,4,3,4,4,4,3,3,4,4,4,4,4,4,3,4
11_118500001_119000000,4,3,4,4,4,3,3,4,4,4,4,4,4,3,4
11_119000001_119500000,4,3,4,4,4,3,3,4,4,4,4,4,4,3,4
11_119500001_120000000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
11_120000001_120500000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
11_120500001_121000000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
11_121000001_121500000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
11_122000001_122500000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
11_122500001_123000000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
11_123000001_123500000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
11_123500001_124000000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
11_124500001_125000000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
11_125000001_125500000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
11_125500001_126000000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
11_126000001_126500000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
11_126500001_127000000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
11_127000001_127500000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
11_128000001_128500000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
11_128500001_129000000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
11_129000001_129500000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
11_129500001_130000000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
11_130000001_130500000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
11_130500001_131000000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
11_131000001_131500000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
11_131500001_132000000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
11_132000001_132500000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
11_132500001_133000000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
11_133000001_133500000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
11_134000001_134500000,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
12_500001_1000000,5,6,5,5,6,6,5,6,6,6,6,6,5,2,5
12_1500001_2000000,5,6,5,5,6,6,5,6,6,6,6,6,5,2,5
12_2000001_2500000,5,6,5,5,6,6,5,6,6,6,6,6,5,2,5
12_2500001_3000000,5,6,5,5,6,6,5,6,6,6,6,6,5,2,5
12_3000001_3500000,5,6,5,5,6,6,5,6,6,6,6,6,5,2,5
12_4000001_4500000,5,6,6,5,6,6,5,6,6,6,6,6,5,2,5
12_4500001_5000000,5,6,6,5,6,6,5,6,6,6,6,6,6,2,5
12_5000001_5500000,5,6,6,5,6,6,5,6,6,6,6,6,6,2,5
12_5500001_6000000,5,6,6,5,6,6,5,6,6,6,6,6,6,2,5
12_6000001_6500000,5,6,6,5,6,6,5,6,6,6,6,6,6,2,5
12_6500001_7000000,5,6,6,5,6,6,5,6,6,6,6,6,6,2,5
12_7500001_8000000,5,6,6,5,6,6,5,6,6,6,6,6,6,2,5
12_9000001_9500000,5,6,6,5,6,6,5,5,6,6,6,6,6,2,5
12_10000001_10500000,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2
12_11500001_12000000,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2
12_12000001_12500000,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2
12_12500001_13000000,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2
12_13000001_13500000,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2
12_14000001_14500000,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2
12_14500001_15000000,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2
12_15000001_15500000,7,6,6,5,5,7,6,6,7,6,6,6,7,4,6
12_15500001_16000000,7,6,6,5,5,7,6,6,7,6,6,6,7,4,6
12_16000001_16500000,7,6,6,5,5,7,6,6,7,6,6,6,7,4,6
12_16500001_17000000,7,6,6,5,5,7,6,6,7,6,6,6,7,4,6
12_17000001_17500000,7,6,6,5,5,7,6,6,7,6,6,6,7,4,6
12_18000001_18500000,7,6,6,5,5,7,6,6,7,6,6,6,7,4,6
12_18500001_19000000,7,6,6,5,5,7,6,6,7,6,6,6,7,4,6
12_19000001_19500000,7,6,6,5,5,7,6,6,7,6,6,6,7,4,6
12_19500001_20000000,7,6,6,5,5,7,6,6,7,6,6,6,7,4,6
12_20000001_20500000,7,6,6,5,5,7,6,6,7,6,6,6,7,4,6
12_20500001_21000000,7,6,6,5,5,7,6,6,7,6,6,6,7,4,6
12_22000001_22500000,7,6,6,5,5,7,6,6,7,6,6,6,7,4,6
12_23000001_23500000,7,6,6,5,5,7,6,6,7,6,6,6,7,4,6
12_23500001_24000000,7,6,6,5,5,7,6,6,7,6,6,6,7,4,6
12_24000001_24500000,7,6,6,5,5,7,6,6,7,6,6,6,7,4,6
12_24500001_25000000,7,6,6,5,5,7,6,6,7,6,6,6,7,4,6
12_25000001_25500000,7,6,6,5,5,7,6,6,7,6,6,6,7,4,6
12_26000001_26500000,7,6,6,5,5,7,6,6,7,6,6,6,7,4,6
12_26500001_27000000,7,6,6,5,5,7,6,6,7,6,6,6,7,4,6
12_27000001_27500000,7,6,6,5,5,7,6,6,7,6,6,6,7,4,6
12_27500001_28000000,7,6,6,5,5,7,6,6,7,6,6,6,7,4,6
12_28000001_28500000,7,6,7,5,5,7,6,6,7,8,6,6,7,4,6
12_28500001_29000000,7,7,7,5,5,7,6,6,7,8,6,6,7,4,6
12_29000001_29500000,7,7,7,5,5,8,6,6,7,8,6,6,7,4,6
12_29500001_30000000,10,7,7,7,7,8,8,8,9,8,8,8,9,6,8
12_30000001_30500000,10,7,7,7,7,8,8,8,9,8,8,8,9,6,8
12_30500001_31000000,10,7,7,7,7,8,8,8,9,8,8,8,9,6,8
12_31000001_31500000,10,7,7,7,7,8,8,8,9,8,8,8,9,6,8
12_31500001_32000000,10,7,7,7,7,8,8,8,9,8,8,8,9,6,8
12_32000001_32500000,10,7,7,7,7,8,8,8,9,8,8,8,9,6,8
12_32500001_33000000,10,7,7,7,7,8,8,8,9,8,8,8,9,6,8
12_33000001_33500000,10,11,10,9,7,10,8,9,11,8,10,11,9,8,10
12_33500001_34000000,10,11,10,9,7,10,8,9,11,8,10,11,9,8,10
12_34000001_34500000,10,11,10,9,7,10,8,9,11,8,10,11,9,8,10
12_38000001_38500000,10,11,10,9,7,10,8,9,11,8,10,11,9,8,10
12_38500001_39000000,10,11,10,9,7,10,8,9,11,8,10,11,9,8,10
12_39500001_40000000,10,11,10,9,7,10,8,9,11,8,10,11,9,8,10
12_40500001_41000000,10,11,10,9,7,10,8,9,11,11,10,11,9,8,10
12_41000001_41500000,10,11,10,9,7,10,8,9,11,11,10,11,9,8,10
12_41500001_42000000,10,11,10,9,7,10,8,9,11,11,10,11,9,8,10
12_42500001_43000000,10,11,10,9,7,10,8,9,11,11,10,11,9,8,10
12_43000001_43500000,10,11,10,9,7,10,8,9,11,11,10,11,9,8,10
12_44000001_44500000,10,11,10,9,7,10,8,9,11,11,10,11,9,8,10
12_45500001_46000000,10,11,10,9,7,10,8,9,11,11,10,11,9,8,10
12_46000001_46500000,10,11,10,9,7,10,8,9,11,11,10,11,9,8,10
12_46500001_47000000,10,11,10,9,7,10,8,9,11,11,10,11,9,8,10
12_47000001_47500000,10,11,10,9,7,10,8,9,11,11,10,11,9,8,10
12_47500001_48000000,10,11,10,9,7,10,8,9,11,11,10,11,9,8,10
12_48000001_48500000,10,11,10,9,7,10,8,9,11,11,10,11,9,8,10
12_49000001_49500000,6,6,5,6,4,4,4,5,6,6,5,6,5,4,6
12_49500001_50000000,6,6,5,6,4,4,4,5,6,6,5,6,5,4,6
12_50000001_50500000,6,6,5,6,4,4,4,5,6,6,5,6,5,4,6
12_50500001_51000000,6,6,5,6,4,4,4,5,6,6,5,6,5,4,6
12_51000001_51500000,6,6,5,6,4,4,4,5,6,6,6,6,5,4,6
12_52000001_52500000,6,6,5,6,4,4,4,5,6,6,6,6,5,4,6
12_52500001_53000000,6,6,5,6,4,4,4,5,6,6,6,6,5,4,6
12_53000001_53500000,6,6,5,6,4,4,4,5,6,6,6,6,5,4,6
12_53500001_54000000,6,6,5,6,4,4,4,5,6,6,6,6,5,4,6
12_54000001_54500000,6,6,5,6,4,4,4,5,6,6,6,6,5,5,6
12_54500001_55000000,6,6,6,6,4,4,4,5,6,6,6,6,5,5,6
12_56000001_56500000,6,5,6,6,4,4,4,5,6,5,6,6,5,5,6
12_56500001_57000000,6,5,6,6,4,4,4,5,6,5,6,6,5,5,6
12_57000001_57500000,6,5,6,6,4,5,4,5,6,5,6,6,5,5,6
12_57500001_58000000,6,5,6,6,4,5,4,5,6,5,6,6,5,5,6
12_59000001_59500000,6,5,6,6,4,5,4,5,6,5,6,6,5,5,6
12_59500001_60000000,6,5,6,6,4,5,4,5,6,5,6,6,5,5,6
12_60000001_60500000,6,5,6,6,4,5,4,5,6,5,6,6,5,5,6
12_60500001_61000000,6,5,6,6,4,5,4,5,6,5,6,6,5,5,6
12_61000001_61500000,6,5,6,6,4,5,4,5,6,5,6,6,5,5,6
12_62500001_63000000,6,5,6,6,4,5,4,5,6,5,6,6,5,5,6
12_63000001_63500000,6,5,6,6,4,5,4,5,6,5,6,6,5,5,6
12_65000001_65500000,6,5,6,6,4,5,4,5,6,5,6,6,5,5,6
12_65500001_66000000,6,5,6,6,4,5,4,5,6,5,6,6,5,5,6
12_66000001_66500000,6,5,6,6,4,5,4,5,6,5,6,6,5,5,6
12_66500001_67000000,6,5,6,6,4,5,4,5,6,5,6,6,5,5,6
12_67000001_67500000,6,5,6,6,4,5,4,5,6,5,6,6,5,5,6
12_67500001_68000000,6,5,6,6,4,5,4,5,6,5,6,6,5,5,6
12_68500001_69000000,6,5,6,6,4,5,4,5,6,5,6,6,5,5,6
12_69000001_69500000,6,5,6,6,4,5,4,5,6,5,6,6,5,5,6
12_69500001_70000000,6,5,6,6,4,5,4,5,6,5,6,6,5,5,6
12_70500001_71000000,6,5,6,6,4,5,4,5,6,5,6,6,5,5,6
12_71500001_72000000,6,5,6,6,4,5,4,5,6,5,6,6,5,5,6
